"","X","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq","Index.1","Index.Correct","time","time.2"
"859",62821,124320,"31.03.07",1,2007,1,"2007Q1","2007Q1",7.258,13.352,3.929,6.594,1.888,0,-1.443,4.925,4.925,-1.268,0.809,3.602,8.427,0,0.044,3.4,"",NA,7370,615.145,"http://www.sec.gov/Archives/edgar/data/1087277/0000912282-07-000552.txt",1087277,"10-Q","APTIMUS INC","31.03.07","15.05.07",2007,124320,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,0.018,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1087277/0000912282-07-000552","http://www.sec.gov/Archives/edgar/data/1087277/0000912282-07-000552-index.htm","2007-05-15 16:48:36","16:48:36"
"860",62856,124358,"30.09.04",1,2004,3,"2004Q3","2004Q3",76.934,175.975,57.164,337.338,21.337,3.372,-7.878,43.216,52.766,0.017,56.744,35.151,123.209,0,0.387,0.67,"",7370,7374,568.7,"http://www.sec.gov/Archives/edgar/data/1056386/0001193125-04-191538.txt",1056386,"10-Q","INTERNAP NETWORK SERVICES CORP","30.09.04","09.11.04",2004,124358,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,8.363,NA,"A",0,"http://www.sec.gov/Archives/edgar/data/1056386/0001193125-04-191538","http://www.sec.gov/Archives/edgar/data/1056386/0001193125-04-191538-index.htm","2004-11-09 17:27:21","17:27:21"
"861",62883,124374,"31.03.04",1,2004,1,"2004Q1","2004Q1",21.085,168.971,3.011,16.772,1.851,31.021,-3.352,21.643,74.647,-0.932,28.894,11.011,94.324,8.065,NA,7.94,"",4833,9995,561.5,"http://www.sec.gov/Archives/edgar/data/1092013/0001092013-04-000015.txt",1092013,"10-Q","ACME COMMUNICATIONS INC","31.03.04","10.05.04",2004,124374,"31.03.04",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,1.422,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1092013/0001092013-04-000015","http://www.sec.gov/Archives/edgar/data/1092013/0001092013-04-000015-index.htm","2004-05-07 21:07:51","21:07:51"
"862",62926,124435,"30.09.06",1,2006,3,"2006Q3","2006Q3",141.285,321.79,89.966,32.931,0.309,1.025,-25.047,52.446,64.231,14.476,32.011,61.943,257.559,0,NA,29.32,"",NA,7370,607.9,"http://www.sec.gov/Archives/edgar/data/1037275/0001193125-06-230143.txt",1037275,"10-Q","DIGITAL INSIGHT CORP","30.09.06","09.11.06",2006,124435,"30.09.06",2006,3,"INDL","USD","2006Q3","2006Q3",27.19,0,12.862,106.259,"I",0,"http://www.sec.gov/Archives/edgar/data/1037275/0001193125-06-230143","http://www.sec.gov/Archives/edgar/data/1037275/0001193125-06-230143-index.htm","2006-11-09 14:56:56","14:56:56"
"863",63058,125000,"31.03.07",1,2007,1,"2007Q1","2007Q1",23.178,27.197,8.719,15.371,0.8,0.667,-5.534,11.95,17.882,0.464,3.826,12.154,9.315,0,0.044,9.84,"",3842,3841,615.145,"http://www.sec.gov/Archives/edgar/data/1030206/0000897101-07-000944.txt",1030206,"10-Q","VASCULAR SOLUTIONS INC","31.03.07","26.04.07",2007,125000,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,0.47,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1030206/0000897101-07-000944","http://www.sec.gov/Archives/edgar/data/1030206/0000897101-07-000944-index.htm","2007-04-26 16:40:14","16:40:14"
"864",63087,125237,"31.12.05",1,2005,4,"2005Q4","2005Q4",174.72,253.828,104.037,51.696,0,0,3.066,74.147,93.197,4.85,19.797,84.637,160.631,0,NA,17.43,"",2721,4888,589.4,"http://www.sec.gov/Archives/edgar/data/1091801/0000950123-06-002702.txt",1091801,"10-K","MARTHA STEWART LIVING OMNIMEDIA INC","31.12.05","07.03.06",2005,125237,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",0,0,9.822,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1091801/0000950123-06-002702","http://www.sec.gov/Archives/edgar/data/1091801/0000950123-06-002702-index.htm","2006-03-07 11:52:21","11:52:21"
"865",63133,125275,"31.12.04",1,2005,1,"2004Q4","2005Q1",94.731,301.603,41.817,21.969,0,0,2.162,49.022,143.761,11.268,176.908,149.982,157.842,4,NA,10.1,"",5621,5621,570.1,"http://www.sec.gov/Archives/edgar/data/1092006/0001193125-05-009753.txt",1092006,"10-Q","CHARLOTTE RUSSE HOLDING INC","25.12.04","21.01.05",2004,125275,"31.12.04",2005,1,"INDL","USD","2004Q4","2005Q1",NA,0,7.197,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1092006/0001193125-05-009753","http://www.sec.gov/Archives/edgar/data/1092006/0001193125-05-009753-index.htm","2005-01-21 15:57:17","15:57:17"
"866",63178,125358,"31.10.06",1,2007,1,"2006Q3","2007Q1",24.295,100.309,8.03,29.079,11.875,63.095,-2.643,33.251,103.814,3.465,14.555,28.54,-3.505,2.805,3.238,3.59,"",7374,7374,604.6,"http://www.sec.gov/Archives/edgar/data/1084750/0000950135-06-007331.txt",1084750,"10-Q","NAVISITE INC","31.10.06","08.12.06",2006,125358,"31.10.06",2007,1,"INDL","USD","2006Q3","2007Q1",NA,0,1.42,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1084750/0000950135-06-007331","http://www.sec.gov/Archives/edgar/data/1084750/0000950135-06-007331-index.htm","2006-12-08 17:06:20","17:06:20"
"867",63287,125600,"30.06.06",1,2006,2,"2006Q2","2006Q2",11.96,20.614,9.926,49.391,9.399,2.23,-7.582,12.253,14.607,-4.277,3.352,1.152,6.007,0,3.13,3.14,"",3663,3823,607.8,"http://www.sec.gov/Archives/edgar/data/1094084/0001019687-06-001845.txt",1094084,"10-Q","TELKONET INC","30.06.06","09.08.06",2006,125600,"30.06.06",2006,2,"INDL","USD","2006Q2","2006Q2",0,0.959,1.371,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1094084/0001019687-06-001845","http://www.sec.gov/Archives/edgar/data/1094084/0001019687-06-001845-index.htm","2006-08-09 16:35:02","16:35:02"
"868",63369,125860,"31.03.06",1,2006,1,"2006Q1","2006Q1",35.841,84.002,23.8,37.211,8.595,47.833,-4.272,26.914,74.845,-2.954,47.248,19.628,9.157,0,1.555,0.93,"",NA,4813,598.6,"http://www.sec.gov/Archives/edgar/data/1071598/0001071598-06-000019.txt",1071598,"10-Q","PAC-WEST TELECOMM INC","31.03.06","12.05.06",2006,125860,"31.03.06",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,5.801,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1071598/0001071598-06-000019","http://www.sec.gov/Archives/edgar/data/1071598/0001071598-06-000019-index.htm","2006-05-12 16:39:40","16:39:40"
"869",63492,126046,"31.12.04",1,2004,4,"2004Q4","2004Q4",2.784,44.551,0.352,53.565,2.68,17.044,-4.959,6.812,25.95,-1.829,35.909,6.995,18.601,0,2.346,3.3,"",1220,1220,570.1,"http://www.sec.gov/Archives/edgar/data/1089575/0001170918-05-000162.txt",1089575,"10KSB","NATIONAL COAL CORP","31.12.04","31.03.05",2004,126046,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,NA,28.6,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1089575/0001170918-05-000162","http://www.sec.gov/Archives/edgar/data/1089575/0001170918-05-000162-index.htm","2005-03-31 14:08:25","14:08:25"
"870",63502,126046,"30.09.07",1,2007,3,"2007Q3","2007Q3",9.044,83.439,2.031,20.688,4.166,66.837,-7.108,15.31,90.231,-1.319,54.047,20.858,-6.792,0,2.194,2.45,"CCC",1220,1220,624.543,"http://www.sec.gov/Archives/edgar/data/1089575/0001170918-07-000866.txt",1089575,"10-Q","NATIONAL COAL CORP","30.09.07","19.11.07",2007,126046,"30.09.07",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0,3.175,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1089575/0001170918-07-000866","http://www.sec.gov/Archives/edgar/data/1089575/0001170918-07-000866-index.htm","2007-11-19 13:51:52","13:51:52"
"871",63517,126056,"31.03.07",1,2007,1,"2007Q1","2007Q1",122.9,306.3,9,73.884,51.3,0,-3,132.5,139.3,-0.6,6.2,49,167,0,NA,1.3,"",4899,7370,615.145,"http://www.sec.gov/Archives/edgar/data/1069258/0001104659-07-073398.txt",1069258,"10-Q","KRATOS DEFENSE & SECURITY SOLUTIONS, INC.","31.03.07","05.10.07",2007,126056,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0.1,0.7,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1069258/0001104659-07-073398","http://www.sec.gov/Archives/edgar/data/1069258/0001104659-07-073398-index.htm","2007-10-04 21:56:17","21:56:17"
"872",63559,126297,"30.06.06",1,2006,2,"2006Q2","2006Q2",108.786,122.735,49.42,33.147,1.661,1.37,0.315,78.991,81.283,3.317,13.624,127.324,41.452,0,0.095,8.8,"",4899,4899,607.8,"http://www.sec.gov/Archives/edgar/data/1091756/0001047469-06-010660.txt",1091756,"10-Q","IBASIS INC","30.06.06","09.08.06",2006,126297,"30.06.06",2006,2,"INDL","USD","2006Q2","2006Q2",0,0,5.258,2.267,"I",0,"http://www.sec.gov/Archives/edgar/data/1091756/0001047469-06-010660","http://www.sec.gov/Archives/edgar/data/1091756/0001047469-06-010660-index.htm","2006-08-09 17:19:41","17:19:41"
"873",63623,126417,"30.04.07",1,2006,4,"2007Q1","2006Q4",259.186,546.672,113.242,308.632,68.847,198.704,-15.973,140.803,361.001,5.336,84.071,96.597,185.671,6.09,4.152,3.62,"",3577,3577,619.14,"http://www.sec.gov/Archives/edgar/data/1094739/0000891618-07-000669.txt",1094739,"10-K","FINISAR CORP","30.04.07","04.12.07",2007,126417,"30.04.07",2006,4,"INDL","USD","2007Q1","2006Q4",NA,10.708,22.34,NA,"A",0,"http://www.sec.gov/Archives/edgar/data/1094739/0000891618-07-000669","http://www.sec.gov/Archives/edgar/data/1094739/0000891618-07-000669-index.htm","2007-12-04 17:22:56","17:22:56"
"874",63871,126794,"30.09.04",1,2004,4,"2004Q3","2004Q4",2.523,2.539,0.575,35.673,0.609,0,-0.929,2.127,2.127,0.25,0.008,6.471,0.412,0,0.019,0.07,"",5122,4899,568.7,"http://www.sec.gov/Archives/edgar/data/1076607/0001013762-04-001452.txt",1076607,"10-K","APO HEALTH INC /NV/","30.09.04","28.12.04",2004,126794,"30.09.04",2004,4,"INDL","USD","2004Q3","2004Q4",NA,0,0,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1076607/0001013762-04-001452","http://www.sec.gov/Archives/edgar/data/1076607/0001013762-04-001452-index.htm","2004-12-28 17:21:06","17:21:06"
"875",64082,127378,"31.03.04",1,2004,1,"2004Q1","2004Q1",106.705,172.522,72.115,42.975,0.486,0.309,-13.098,28.323,34.27,-4.377,9.324,29.997,138.252,0,NA,8.23,"",NA,7389,561.5,"http://www.sec.gov/Archives/edgar/data/949968/0000950152-04-003380.txt",949968,"10-Q","FREEMARKETS INC","31.03.04","30.04.04",2004,127378,"31.03.04",2004,1,"INDL","USD","2004Q1","2004Q1",NA,14.847,1.204,0,"I",0,"http://www.sec.gov/Archives/edgar/data/949968/0000950152-04-003380","http://www.sec.gov/Archives/edgar/data/949968/0000950152-04-003380-index.htm","2004-04-29 19:00:57","19:00:57"
"876",64133,127455,"31.12.06",1,2006,4,"2006Q4","2006Q4",76.79,225.053,24.937,46.812,0.098,8.587,-8.887,49.938,67.644,0.891,13.182,34.72,157.409,1.13,NA,5.72,"",3826,3826,604.5,"http://www.sec.gov/Archives/edgar/data/1014672/0001104659-07-019150.txt",1014672,"10-K","CALIPER LIFE SCIENCES INC","31.12.06","14.03.07",2006,127455,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",0.001,-6.991,4.887,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1014672/0001104659-07-019150","http://www.sec.gov/Archives/edgar/data/1014672/0001104659-07-019150-index.htm","2007-03-14 16:31:33","16:31:33"
"877",64145,127456,"30.09.05",1,2005,3,"2005Q3","2005Q3",3.249,11.78,0.204,131.542,4.571,0.123,-3.429,9.841,9.964,-1.999,0.534,4.598,1.816,0,0.242,0.072,"",7373,7373,595.4,"http://www.sec.gov/Archives/edgar/data/1113679/0001144204-05-037732.txt",1113679,"10QSB","PRACTICEXPERT INC","30.09.05","28.11.05",2005,127456,"30.09.05",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0.342,0.108,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1113679/0001144204-05-037732","http://www.sec.gov/Archives/edgar/data/1113679/0001144204-05-037732-index.htm","2005-11-25 19:32:51","19:32:51"
"878",64153,127462,"31.01.05",1,2004,4,"2004Q4","2004Q4",10.95,17.495,5.433,20.854,0.086,0.007,0.305,9.476,9.568,0.484,0.668,7.718,7.927,0,0.002,1.35,"",7372,7372,571.2,"http://www.sec.gov/Archives/edgar/data/1096689/0001193125-05-089058.txt",1096689,"10-K","OPTIO SOFTWARE INC","31.01.05","29.04.05",2005,127462,"31.01.05",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0.348,0.47,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1096689/0001193125-05-089058","http://www.sec.gov/Archives/edgar/data/1096689/0001193125-05-089058-index.htm","2005-04-28 20:18:57","20:18:57"
"879",64168,127464,"30.09.04",1,2004,3,"2004Q3","2004Q3",31.536,64.645,4.739,38.751,18.969,0.054,-10.341,84.024,84.211,-1.478,28.247,60.912,-19.566,0,NA,0.46,"",4813,4813,568.7,"http://www.sec.gov/Archives/edgar/data/1096509/0000950144-04-011164.txt",1096509,"10-Q","Z TEL TECHNOLOGIES INC","30.09.04","15.11.04",2004,127464,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,6.258,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1096509/0000950144-04-011164","http://www.sec.gov/Archives/edgar/data/1096509/0000950144-04-011164-index.htm","2004-11-15 15:57:10","15:57:10"
"880",64227,127484,"30.06.05",1,2005,2,"2005Q2","2005Q2",7.322,34.312,0.311,23.166,4.259,3.745,-1.445,12.838,17.204,-0.491,1.236,7.651,16.869,0.621,0.094,0.84,"",8011,8011,582.6,"http://www.sec.gov/Archives/edgar/data/755113/0001157523-05-007416.txt",755113,"10QSB","ORION HEALTHCORP INC","30.06.05","12.08.05",2005,127484,"30.06.05",2005,2,"INDL","USD","2005Q2","2005Q2",NA,0,NA,0,"A",0,"http://www.sec.gov/Archives/edgar/data/755113/0001157523-05-007416","http://www.sec.gov/Archives/edgar/data/755113/0001157523-05-007416-index.htm","2005-08-12 16:40:12","16:40:12"
"881",64236,127484,"30.09.07",1,2007,3,"2007Q3","2007Q3",4.391,28.192,0.322,130.154,3.842,10.297,-0.758,9.646,19.943,0.329,0.655,8.551,8.249,0,0.362,0.18,"",NA,8011,624.543,"http://www.sec.gov/Archives/edgar/data/755113/0001157523-07-011299.txt",755113,"10QSB","ORION HEALTHCORP INC","30.09.07","14.11.07",2007,127484,"30.09.07",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0,0.205,0,"A",0,"http://www.sec.gov/Archives/edgar/data/755113/0001157523-07-011299","http://www.sec.gov/Archives/edgar/data/755113/0001157523-07-011299-index.htm","2007-11-14 16:00:48","16:00:48"
"882",64279,127644,"31.12.06",1,2006,4,"2006Q4","2006Q4",63.295,111.171,39.474,15.832,18.226,16.937,2.161,34.49,51.427,NA,46.415,33,59.744,0,NA,19.8,"",2020,2020,604.5,"http://www.sec.gov/Archives/edgar/data/789868/0000930413-07-003232.txt",789868,"10-K","AMERICAN DAIRY INC","31.12.06","02.04.07",2006,127644,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",NA,1.461,10.325,0,"I",0,"http://www.sec.gov/Archives/edgar/data/789868/0000930413-07-003232","http://www.sec.gov/Archives/edgar/data/789868/0000930413-07-003232-index.htm","2007-04-02 17:16:22","17:16:22"
"883",64401,128663,"30.09.04",1,2004,3,"2004Q3","2004Q3",46.787,67.154,38.251,39.691,4,4.691,-8.304,15.063,22.885,-4.944,7.228,5.245,44.269,2.354,NA,0.95,"",3826,8071,568.7,"http://www.sec.gov/Archives/edgar/data/1076481/0001193125-04-191504.txt",1076481,"10-Q","SEQUENOM INC","30.09.04","09.11.04",2004,128663,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,2.838,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1076481/0001193125-04-191504","http://www.sec.gov/Archives/edgar/data/1076481/0001193125-04-191504-index.htm","2004-11-09 17:18:58","17:18:58"
"884",64453,129078,"31.12.04",1,2004,4,"2004Q4","2004Q4",108.891,443.907,63.655,10.116,47.748,233.335,1.589,115.45,364.894,11.793,317.31,59.52,79.013,0,5.471,5.75,"",4899,4899,570.1,"http://www.sec.gov/Archives/edgar/data/1022329/0001193125-05-067140.txt",1022329,"10-K","IMPSAT FIBER NETWORKS INC","31.12.04","31.03.05",2004,129078,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,39.379,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1022329/0001193125-05-067140","http://www.sec.gov/Archives/edgar/data/1022329/0001193125-05-067140-index.htm","2005-03-31 16:38:04","16:38:04"
"885",64460,129078,"30.09.06",1,2006,3,"2006Q3","2006Q3",73.947,392.952,18.714,10.121,34.572,206.337,-17.467,141.105,370.626,13.155,300.06,71.077,22.326,0,7.388,8.02,"",4899,4899,607.9,"http://www.sec.gov/Archives/edgar/data/1022329/0001193125-06-234334.txt",1022329,"10-Q","IMPSAT FIBER NETWORKS INC","30.09.06","14.11.06",2006,129078,"30.09.06",2006,3,"INDL","USD","2006Q3","2006Q3",NA,0,25.77,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1022329/0001193125-06-234334","http://www.sec.gov/Archives/edgar/data/1022329/0001193125-06-234334-index.htm","2006-11-14 12:46:24","12:46:24"
"886",64513,129441,"31.12.05",1,2005,4,"2005Q4","2005Q4",1.257,1.538,0.019,23.199,0.161,0.339,-0.085,0.565,0.904,-0.184,0.27,0.36,0.634,0,NA,0.47,"",3845,3845,589.4,"http://www.sec.gov/Archives/edgar/data/846475/0001079974-06-000147.txt",846475,"10KSB","ZYNEX MEDICAL HOLDINGS INC","31.12.05","18.04.06",2005,129441,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0,0.106,0,"A",0,"http://www.sec.gov/Archives/edgar/data/846475/0001079974-06-000147","http://www.sec.gov/Archives/edgar/data/846475/0001079974-06-000147-index.htm","2006-04-18 17:19:23","17:19:23"
"887",64677,129849,"30.09.07",1,2007,3,"2007Q3","2007Q3",17.364,21.112,2.12,18.961,2.172,NA,3.22,9.19,9.38,3.65,0.697,39.059,11.732,0,NA,1.08,"",5961,5961,624.543,"http://www.sec.gov/Archives/edgar/data/1069502/0001193125-07-247319.txt",1069502,"10-Q","VARSITY GROUP INC","30.09.07","14.11.07",2007,129849,"30.09.07",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0,0.719,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1069502/0001193125-07-247319","http://www.sec.gov/Archives/edgar/data/1069502/0001193125-07-247319-index.htm","2007-11-14 16:04:46","16:04:46"
"888",64694,129851,"31.03.04",1,2004,1,"2004Q1","2004Q1",37.14,133.812,13.982,39.451,0,0,-12.943,33.375,33.69,-2.169,5.687,22.294,100.122,0,NA,3.68,"",7372,7372,561.5,"http://www.sec.gov/Archives/edgar/data/1094561/0001035704-04-000459.txt",1094561,"10-Q","QUOVADX INC","31.03.04","16.08.04",2004,129851,"31.03.04",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,0.313,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1094561/0001035704-04-000459","http://www.sec.gov/Archives/edgar/data/1094561/0001035704-04-000459-index.htm","2004-08-16 16:03:36","16:03:36"
"889",64709,130040,"31.12.04",1,2005,1,"2004Q4","2005Q1",74.836,119.191,53.067,77.008,0.201,0.257,-4.278,39.42,41.299,-1.667,3.172,21.677,77.892,0,NA,2.28,"",7372,7372,570.1,"http://www.sec.gov/Archives/edgar/data/1042134/0001193125-05-090730.txt",1042134,"10-Q","CHORDIANT SOFTWARE INC","31.12.04","29.04.05",2004,130040,"31.12.04",2005,1,"INDL","USD","2004Q4","2005Q1",NA,7.869,0.196,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1042134/0001193125-05-090730","http://www.sec.gov/Archives/edgar/data/1042134/0001193125-05-090730-index.htm","2005-04-29 17:29:09","17:29:09"
"890",64737,130041,"31.12.07",1,2007,4,"2007Q4","2007Q4",76.407,264.779,57.977,63.092,2.712,121.16,-21.574,41.063,169.564,-16.861,76.663,12.97,95.215,0,1.952,4.99,"",2860,2860,629.174,"http://www.sec.gov/Archives/edgar/data/1049210/0001193125-08-059040.txt",1049210,"10-K","VERENIUM CORP","31.12.07","17.03.08",2007,130041,"31.12.07",2007,4,"INDL","USD","2007Q4","2007Q4",NA,0,43.101,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/1049210/0001193125-08-059040","http://www.sec.gov/Archives/edgar/data/1049210/0001193125-08-059040-index.htm","2008-03-17 17:16:37","17:16:37"
"891",64848,130399,"30.09.04",1,2004,3,"2004Q3","2004Q3",43.187,335.328,6.908,44.147,658.347,375.071,-66.137,738.747,1117.252,-4.087,266.495,81.825,-781.924,0,41.993,0.015,"CCC-",NA,4813,568.7,"http://www.sec.gov/Archives/edgar/data/1091953/0000950152-04-008441.txt",1091953,"10-Q","CHOICE ONE COMMUNICATIONS INC","30.09.04","18.11.04",2004,130399,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,12.987,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1091953/0000950152-04-008441","http://www.sec.gov/Archives/edgar/data/1091953/0000950152-04-008441-index.htm","2004-11-18 16:15:48","16:15:48"
"892",64884,130764,"31.03.05",1,2005,1,"2005Q1","2005Q1",151.823,1406.823,78.369,107.359,50.211,496.756,-4.787,197.564,838.561,11.528,961.804,244.566,568.262,132.793,7.451,6.14,"",7948,7948,579,"http://www.sec.gov/Archives/edgar/data/1093273/0001047469-05-014196.txt",1093273,"10-Q","MAGNA ENTERTAINMENT CORP","31.03.05","10.05.05",2005,130764,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,22.36,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1093273/0001047469-05-014196","http://www.sec.gov/Archives/edgar/data/1093273/0001047469-05-014196-index.htm","2005-05-10 16:36:47","16:36:47"
"893",64893,130764,"30.09.07",1,2007,3,"2007Q3","2007Q3",147.169,1202.743,62.02,107.726,78.471,397.563,-44.575,312.015,817.768,-20.923,893.606,81.482,384.975,91.01,11.712,2.27,"",7948,7948,624.543,"http://www.sec.gov/Archives/edgar/data/1093273/0001104659-07-081735.txt",1093273,"10-Q","MAGNA ENTERTAINMENT CORP","30.09.07","09.11.07",2007,130764,"30.09.07",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0,59.698,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1093273/0001104659-07-081735","http://www.sec.gov/Archives/edgar/data/1093273/0001104659-07-081735-index.htm","2007-11-09 15:26:45","15:26:45"
"894",65027,132525,"30.09.06",1,2006,3,"2006Q3","2006Q3",1876.992,2402.673,640.575,121.285,105.01,274.9,-43.048,1061.383,1605.84,-31.607,212.093,600.899,789.333,0,2.62,8.87,"",3663,3663,607.9,"http://www.sec.gov/Archives/edgar/data/1030471/0001104659-07-074276.txt",1030471,"10-Q","UTSTARCOM INC","30.09.06","10.10.07",2006,132525,"30.09.06",2006,3,"INDL","USD","2006Q3","2006Q3",NA,0,17.176,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1030471/0001104659-07-074276","http://www.sec.gov/Archives/edgar/data/1030471/0001104659-07-074276-index.htm","2007-10-10 17:06:59","17:06:59"
"895",65095,132980,"30.09.04",1,2004,3,"2004Q3","2004Q3",32.467,80.121,24.731,79.702,1.249,1.25,-5.232,27.339,37.186,NA,5.113,4.139,42.935,0,0.046,1.08,"",7370,7370,568.7,"http://www.sec.gov/Archives/edgar/data/1064648/0000950124-04-005709.txt",1064648,"10-Q","LOUDEYE CORP","30.09.04","15.11.04",2004,132980,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,NA,4.412,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/1064648/0000950124-04-005709","http://www.sec.gov/Archives/edgar/data/1064648/0000950124-04-005709-index.htm","2004-11-15 16:30:25","16:30:25"
"896",65272,133425,"31.12.05",1,2005,4,"2005Q4","2005Q4",8.727,54.532,3.461,4.861,0.39,43.665,-14.777,8.667,52.596,2.786,1.945,5.66,1.936,0.264,1.979,3.3,"",7372,7370,589.4,"http://www.sec.gov/Archives/edgar/data/1095079/0001104659-06-025011.txt",1095079,"10KSB","ARTISTDIRECT INC","31.12.05","13.04.06",2005,133425,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,43.18,0.303,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1095079/0001104659-06-025011","http://www.sec.gov/Archives/edgar/data/1095079/0001104659-06-025011-index.htm","2006-04-13 16:18:32","16:18:32"
"897",65471,133767,"31.01.05",1,2004,4,"2004Q4","2004Q4",119.363,480.278,27.686,61.756,56.577,90.95,-35.864,117.635,238.945,-9.787,309.214,161.706,240.943,3.913,2.037,8.78,"",5400,5400,571.2,"http://www.sec.gov/Archives/edgar/data/1100270/0000950123-06-005450.txt",1100270,"10-K","KRISPY KREME DOUGHNUTS INC","30.01.05","28.04.06",2005,133767,"31.01.05",2004,4,"INDL","USD","2004Q4","2004Q4",NA,3.618,74.308,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1100270/0000950123-06-005450","http://www.sec.gov/Archives/edgar/data/1100270/0000950123-06-005450-index.htm","2006-04-28 17:18:18","17:18:18"
"898",65623,133888,"31.05.07",1,2006,4,"2007Q2","2006Q4",42.26,101.613,18.588,28.806,2.664,2.328,-3.138,47.017,53.712,-1.691,3.669,25.626,47.901,0,0.116,6.01,"",7372,7370,622.921,"http://www.sec.gov/Archives/edgar/data/1070380/0001193125-07-180050.txt",1070380,"10-K","SABA SOFTWARE INC","31.05.07","13.08.07",2007,133888,"31.05.07",2006,4,"INDL","USD","2007Q2","2006Q4",NA,0,2.949,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1070380/0001193125-07-180050","http://www.sec.gov/Archives/edgar/data/1070380/0001193125-07-180050-index.htm","2007-08-13 10:04:37","10:04:37"
"899",65628,133944,"31.12.04",1,2005,2,"2004Q4","2005Q2",180.858,413.859,72.62,33.556,0.067,64.521,-41.109,69.793,144.558,NA,73.586,45.751,269.301,0,1.008,4.84,"",3674,3674,570.1,"http://www.sec.gov/Archives/edgar/data/1110647/0001104659-05-005265.txt",1110647,"10-Q","BOOKHAM, INC.","01.01.05","10.02.05",2004,133944,"31.12.04",2005,2,"INDL","USD","2004Q4","2005Q2",NA,0,8.54,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1110647/0001104659-05-005265","http://www.sec.gov/Archives/edgar/data/1110647/0001104659-05-005265-index.htm","2005-02-10 16:25:29","16:25:29"
